sentiment,preprocessed_text
0,omg got sleep neighbor building deck theyve starting 500am im tired feel like took benadryl
0,realized chris lake spinning stockholm yesterday missed
2,happy star war day 4th brilliant
2,take solve problem fresh morning hope today beautiful
0,man miss truck return cause 68700 month 23600 in month
2,pleeeeeease pleeeease dj drop
0,im pain
0,got home im effin sad
2,good concept mozconcept love send time
0,nooo sicknot im new nephew
2,goodmorning world
2,_ill 3 blackberry
0,want milkshake money
0,time tv bedthen spending day catching studying hate online summer class
2,love nice weather 730 exam
0,son 15th birthday weekendtaking mexican meal major game buying spreei miss lego day
0,bff _chrissy22 glad got dog lol stomatch hurt
0,wish dramafest bad
0,sigh 2 bed 2 try 2 crummy 2 hr sleep b4 horrid 12 hour daysmh niterzzz evry1 dont let twitterbugz bite
2,daddy left home texas c hopefully n month
2,nice pc authority review tivo vod service im loving tivo
2,thanks friend went watched movie ate chocolate chip pancake friend house fabulous
2,turtle shoe awesome couple shoe talk turtle p lol
0,ajax php thinking concept autorefresh _chander mistake
2,thanks know happens awhile
0,phone disconnect internet right middle uber tweet inside steam
2,got gardening eternally pleased
0,heart broke little little mean lot
0,pain
2,haha good job getting close eye set
0,somebody smuggle sydney ill slave eternity
0,thats exam failed bsc gone
0,atm im managing co musical talent p horrible thing bout rove
2,canada nikkie payne 1 comic soo yeah funny pervs teen people family
0,skin burning
0,yen lol vid phone ipod song lol
2,yeah im kinda glad stay home
0,yes bb actually 2 dont
2,im trying figure earth supposed able update status phone help meeee
2,thx hoping good week
0,sure office men woman capacity realize shut unholy christ
0,ugh day today 5 uttered word 2 week missed 10 yr old birthday ical
0,sad actually
2,hi twit friend happy mother day beautiful amazing mother
0,realized fully want feelin
0,sososo bummed like bummed hate rain ruin date
2,oh lot people starting tweet hope read multiple tweet philippine tour
0,time nerd
0,angry
2,im excited mother day big year olivia shes finally old excited understand
2,haha love way u lift foot ground spin make crazier
2,seriously amazing night
2,kid count day till saturday hope remember life
0,got sad wen holly started cry bless
0,hate putting new contact
2,oh man rainingseatbelt buckledthanks bates wishing blow flip burn
0,wasnt room
0,yaeh thank god im homeit suekd kicked church
2,exactly completely incapable he helping
2,felï½z dia madres happy mother day
2,happy mommy day teensthanks fff
0,bus hour late crappy alarm clock leeuwarden 945
2,haha hope u great laugh laughter best medicine
0,think rate ill class 4 sigh
2,thanks appreciate know unsubscribe list grow tomorrow lol
0,dusted vacuumed apartment think need new vacuummy entire apartment smoky bought kmart
2,bday w special friend
0,bro
0,bloody server work 3 hour want home
2,great local stop ask direction better know answer
2,sigh come sac miami central valley
0,watching jeremy assemble jr new radio flyer bike jr sick 100 degree fever taking nap cheer
2,goodnight
2,forgot needed music barely week music yay
2,aww tom smile love xd
2,help
2,o yea sweet u r good kid
2,apparently paige partying rose jenn adam child wild imagination
0,omg arent online shock horror
0,im sick bad throat worst toothache good thing work pharmacy load drug
2,welcome tomorrow come pick gift
2,love family guy 2 hour work
2,thanks following
0,im confused weather gon na sunny gon na rain
0,god twitter stop eating undeleted dm
0,poor going nap
0,sorry im squirrellist talk black sliver squirrel
2,wouldnt change fan world tbh dont think change mcfly world yous amazing x
2,having fun doll tequilllacarne asadaand mom dancing funny
0,man suck feel pain local id buy cup coffee
2,assignment actually looking pretty decentso glad changed topic minute
0,
2,_ebru thank linkvery coolsee monday
0,sand sd 790 pismo weekend canon powershot broken 2nd year buy time
2,wall like saying banned zac efron lol sonny
0,look like going rain gray la bummer sumtimes
2,thanks follower
2,listening favourite song allah ke bande hasde
2,bubble tea awesome long ive
2,ride giant squidswho knew ama hafta ill try later love
2,ohhhhh line
2,happy mother dat
0,say karma strike twice
0,fighting mum mother day
2,great job
0,ugh im sleepy think im kinda sick
0,stressin hcore supposed cleaning room feel like
0,wan na longboard raining ughhhhhh
0,ah chest hurt
0,weeps
2,seeing brother graduate tomorrow fun
0,sick tired rain
2,yay smokefree
0,oh guess im officially big nerd heard movie great dont like trek
0,slowly getting angry jon kate plus 8 thing
0,worst kind news
0,sleep amp
0,alcohol make tired miss want hurt
0,feeling sad reason
2,far surprisingly good response dad offered airbrush old logo wallbut think overkill
0,follow friday feel unpopular
0,darn bacon
2,went muslim marriage time life came stomach tasty briyani like
0,figure reply tumblr sorry dont nyc 64 event b4
2,making mix 22 minute far aiming 30 minute loving far dj sugarfree
2,wahahahaha wan na naaaaa wellhapit na guess hahahaha yes know hahahaha lol narn haha joke
0,cat 2stop killin rabbit headless baby rabbit n garden dis morn live close 2field wher lot rabbit live
0,miss 8703
2,listened eye enjoyed thanks
0,missed 10 min haha went sleep 15 past major anxiety attack 630 ugh boo
2,thanks yes sudden downpour freakish end summer philippine
0,lady think shes watching scrub delusional shes bailing plan
2,trying figure twitter thing im excited
0,comon dude think thing worst
2,oh cool wait awesome
2,good bmovie starship trooper cool citizen
2,lol ive bk year going 2 u havent come
0,trade weather gloomy today la
0,trying upload custom background working
0,gaaaaaaasp didnt know final sad ive reading book year
0,jus skinned knee wat 6 hurt lyke hell tho tha little one hurt tha
0,dang need bed bay area monday tuesday night able help
2,tip today eagle special bronco house
0,miss nostalgia kick tushar
0,today horrible sillyness caused lot stress head ache ended ruining beautiful sunny day
2,dinner party great happy client like end day
2,word hot pocket delcious food created
2,_k thank ver appreciate compliment level best know let mother
2,welcome love cute stuff
2,good distraction ill check right
2,awww thank u feel good
0,urge shoppinghmmm ive got moneyhow
0,phone broken im lazy verizon store new oh guess phone awhile aha
0,checking twitter trying people knowunfortunately know us website
0,oktwitter near exciting thought
0,doesnt want exam week
2,wonder bet cub winning world series 2015 bttf ii id love actually happens geek
2,im blue news love tonight dc
0,sad wish stay longer time ill tonight better wear
2,brother bloom wont opening weekend el paso ill buy brick enjoy watch brother bloom
0,home hate workin
2,say good evening
2,oh yeaah bffs aha _marie
0,mushy family talk bed stubbornly
0,freeagentapp free trial ran today subscribe abby accidentally canceled card waiting new
2,omg great day today went art thingy noe want zune hd bed raining come mister sun
0,upload picture everythings big
0,saw news feed archie website believe hed choose veronica im disappointed
0,flip flop brokewalking downtown seattle
0,music teacher expired forgot lesson leaving outside waiting ride pick 1 hour
0,stupid folkestone cinema showing star trek 3 time
2,im 2 dream awhile thanks 4 tweeple blessing joy peace love happiness 2 u hope ur dream come tru
0,bored akon
2,original art comic album nice show liked cut corner finish
2,yes wait hope vip pass help people campin hahah
0,crown shut mouth shell know nonjudgmental mean
2,agree redesigned q13 site look great phone
2,sher good people didnt having court rushing fam
0,bad year
0,news kid parent
2,honestly night amazing perfect
0,losing makeup bag tragicluckily 4 diff place got ta replace bare escentuals tearrrrrrrr
0,oops cys place near trouble
0,wow way discouraged idk anymore fml
2,funny sayam filling speak cheer
2,latest obession
2,yvonne thanks 4 ffrecommend lovely profile photo agree wu sleep lol 546
2,eating tito home ice cream yum
2,_ kks fun eating lol remember shaun love haha
2,love fact bank holiday monday stay bed
2,tell everybody said happy mother day love ya 1 fan love miley rock
0,isnt internet working
2,saw ur chance think ill b missing 2nite thank god youtube
0,oh according laineygossip taylena bc fame gosh poor heartbreak row
0,soooo scary careful kirstie
2,happy mother day
0,feel like poop hate sick
2,ok2 gnyt haha early
2,lunch bittercreek hopnoxious sweetgrass ipa tho right world
0,jamies free view dead
0,thats horrible purposely write bunny mean cruel mention plain tacky
0,sad brother having bad day
2,redskin release jon jansen guy ton sweat bruise team missed
0,dam keep rainin
0,having light depression payed extra year tax country tax lower 56
0,stunning business card ashamed
0,got remedy neck pain havent able turn head properly bad twinge day
0,paypal hate refuse let verify account
2,fun bacontaco night
0,unable booze friday entire weekend actually hurt
2,coming myspaceee yr work dnt bother
0,win kelly clarkson ticket sorry cecilia wish deserve
2,congratulation penjiiii calling soulja boy mcbaby lol
0,wtf lmao got hit head bloody ball
0,moving accessible camera broken kitchen stuff box internet make hard cook blog brooklyn
2,_simmons mistake lesson learn dont let negativity
0,blinded
0,want thought nba season year miami
2,radioactive get old 4th time listened cd repeat today love d
0,drive nut
2,incase forget happy mother day mom mommy best world
0,tonight snl dissapoint lol
0,morning forgot daily booth yesterday shocking want sit garden today read huge bee nest
2,finally leavin tha studiomade good music pleased wit tha turnout
2,heading u utah hospital great day
2,tried oprahs free unfried kfc loved went try topped boba wolverinechilled popedaveben
0,worst headache history worst headache today man hate
0,weird night night miss friend
2,favourite song tonight cheer tokyo police club
2,gossip girl pizza way thank lil babe
2,home great time
0,oh day stress thinking future making sad
0,egg today shame looking forward egg bacon sandwich
0,ok think snapshot befoooore vid recording seesmic lady dont look like freak sayin
2,wanted 3 ur musicboth scene aesthetic n danger radio hopefully u guy 1 day
2,miss fizzy duck love hive mind
0,o dnt like wearing skinny jean cuz yall ni99as
2,good luck final
2,youtube awesome quality actually
0,day work im excited lay place o job
2,midnight im outta happy mother day fellow mommy nonmommies special day
2,helooo wos work pretty hope alright certain individual didnt ruin
0,ugh work suck sher right
2,eminem 3am freaking awsome im going seam like big inside nois alien
